Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
963077184209477633,"näkymä Linnavuorelta Hakoisten kartanon yli (1911, Museovirasto) https://t.co/z0oL7iK5k6",Signe Brander Bot,signebrander,Mon Feb 12 15:47:48 +0000 2018,6,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
963122479823839233,"Bulevardi 7, 9. Pihakuva. (1913, Kaupunginmuseo, #helsinki) https://t.co/qDovkFQ0dU",Signe Brander Bot,signebrander,Mon Feb 12 18:47:47 +0000 2018,15,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
963303677099495425,"Saunakatu 7 (=Laivasillankatu) (1912, Kaupunginmuseo, #helsinki) https://t.co/8uhyGJo6ce",Signe Brander Bot,signebrander,Tue Feb 13 06:47:48 +0000 2018,10,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
963348974668263425,"Unioninkatu 16, 14, (1930 -luku, Kaupunginmuseo, #helsinki) https://t.co/Zuzhywzvvw",Signe Brander Bot,signebrander,Tue Feb 13 09:47:48 +0000 2018,2,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
963394271889035264,"Pasilan huvila-alue (1911, Kaupunginmuseo, #helsinki) https://t.co/ZROXmuv88X",Signe Brander Bot,signebrander,Tue Feb 13 12:47:48 +0000 2018,26,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
963439574843355136,"Tervikin kartano (1910, Museovirasto) https://t.co/cd473sfb4M",Signe Brander Bot,signebrander,Tue Feb 13 15:47:49 +0000 2018,9,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
963484867601235971,"Ruotsinkielinen kansakoulu Cygnaeusskolan, Ratakatu 8.  Ompeluopetusta. (1913, Kaupunginmuseo, #helsinki) https://t.co/GbvXEX8jfu",Signe Brander Bot,signebrander,Tue Feb 13 18:47:47 +0000 2018,10,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
963666065959145473,"Nikolainkatu (=  Snellmaninkatu ) 16, 18. (1908, Kaupunginmuseo, #helsinki) https://t.co/9Atig93mGW",Signe Brander Bot,signebrander,Wed Feb 14 06:47:48 +0000 2018,18,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
963711361162338304,"Keisarillisen Aleksanterin yliopiston (Helsingin yliopisto) promootio 1907. (06.1907, Kaupunginmuseo, #helsinki) https://t.co/QP6PzI8QNL",Signe Brander Bot,signebrander,Wed Feb 14 09:47:48 +0000 2018,6,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
963756660010422272,"Castréninkatu (1911, Kaupunginmuseo, #helsinki) https://t.co/DU30jP9R52",Signe Brander Bot,signebrander,Wed Feb 14 12:47:48 +0000 2018,18,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
