Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
895923746757894145,"Pyykinkuivatusta rakentamattomalla tontilla, Fabianinkatu 39.- Puutarhakatu 2. - Unioninkatu 40. Etualalla Fabianinkatu (1907, HKM) https://t.co/yQUUDxWDUf",Signe Brander Bot,signebrander,Fri Aug 11 08:24:01 +0000 2017,4,2,Finnish,Signe Brander Bot,Tweet,Photo,0,0,0
895969044918095872,"Näköala Bergan huvila-alueelta (nykyisen Apollonkatu 17:n kohdalta) luoteeseen (1908, Kaupunginmuseo, #helsinki) https://t.co/CWrbGxRvph",Signe Brander Bot,signebrander,Fri Aug 11 11:24:01 +0000 2017,9,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
896014346438012928,"Liuksialan kartano (1913 - 1920, Museovirasto) https://t.co/vWPoVEGsgt",Signe Brander Bot,signebrander,Fri Aug 11 14:24:01 +0000 2017,6,1,Finnish,Signe Brander Bot,Tweet,Photo,0,0,0
896059645327847425,"Eteläesplanadi 14.  Kasarmikatu 48, 46, 44. (1907, Kaupunginmuseo, #helsinki) https://t.co/VRSDxytYdT",Signe Brander Bot,signebrander,Fri Aug 11 17:24:02 +0000 2017,7,1,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
896240834869428224,"Vuorikatu 22, 24 (1907, Kaupunginmuseo, #helsinki) https://t.co/5UB0pTcoEy",Signe Brander Bot,signebrander,Sat Aug 12 05:24:01 +0000 2017,10,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
896286133251956736,"Sauna Marie-Bad (1913, Kaupunginmuseo, #helsinki) https://t.co/xiLjeyXeZ2",Signe Brander Bot,signebrander,Sat Aug 12 08:24:01 +0000 2017,7,2,Tagalog,Signe Brander Bot,Tweet,Photo,0,1,0
896331431907135488,"Lapinlahdenkatu 9, 7, 5, 3. (1907, Kaupunginmuseo, #helsinki) https://t.co/fS3Jc9OH5O",Signe Brander Bot,signebrander,Sat Aug 12 11:24:01 +0000 2017,9,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
896376733187923971,"näkymä Karlbergin kartanon (eli Aulangon kartanon) puistoon ja pellolle (1912, Museovirasto) https://t.co/IqD1F36ja9",Signe Brander Bot,signebrander,Sat Aug 12 14:24:01 +0000 2017,10,2,Finnish,Signe Brander Bot,Tweet,Photo,0,0,0
896422030068895745,"Vanhan paloaseman piha, Konstantininkatu 12b (1909, Kaupunginmuseo, #helsinki) https://t.co/TqY0toobLt",Signe Brander Bot,signebrander,Sat Aug 12 17:24:01 +0000 2017,9,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
896603224181964800,"Antinkatu 5, 3. (=  Lönnrotinkatu 5, 3, 1). (1907, Kaupunginmuseo, #helsinki) https://t.co/ZfAndUsyT2",Signe Brander Bot,signebrander,Sun Aug 13 05:24:01 +0000 2017,12,1,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
896648525630648321,"Ruoholahdenranta (1912, Kaupunginmuseo, #helsinki) https://t.co/HvvnCoQrFu",Signe Brander Bot,signebrander,Sun Aug 13 08:24:02 +0000 2017,12,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
896693821299470336,"Rauhankatu 19, 17, 15 (1909, Kaupunginmuseo, #helsinki) https://t.co/GI60Ruep8C",Signe Brander Bot,signebrander,Sun Aug 13 11:24:01 +0000 2017,11,3,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
896739123918131200,"Vuojoen kartanon päärakennus (1911, Museovirasto) https://t.co/YwpcT8TD2G",Signe Brander Bot,signebrander,Sun Aug 13 14:24:02 +0000 2017,3,1,Finnish,Signe Brander Bot,Tweet,Photo,0,0,0
896784417309552642,"Villa Arkadia (1908, Kaupunginmuseo, #helsinki) https://t.co/JxPSwmeB2J",Signe Brander Bot,signebrander,Sun Aug 13 17:24:01 +0000 2017,6,1,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
896965610189582336,"Munkkiniemen kartanon koriste-esineistöä (1908, Kaupunginmuseo, #helsinki) https://t.co/jrNnAKEjGM",Signe Brander Bot,signebrander,Mon Aug 14 05:24:00 +0000 2017,1,1,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897010909448728576,"Pursimiehenkatu 16. - Kankurinkatu 3, 1. (1908, Kaupunginmuseo, #helsinki) https://t.co/Ob6KKmYL2l",Signe Brander Bot,signebrander,Mon Aug 14 08:24:01 +0000 2017,3,1,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897056207902527489,"Vanha rautatieasema (1909, Kaupunginmuseo, #helsinki) https://t.co/7VhrVYYHMQ",Signe Brander Bot,signebrander,Mon Aug 14 11:24:01 +0000 2017,5,3,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897101505609830400,"näkymä Pasalan kartanosta Joroisten Järvikylässä (ennen 1920, Museovirasto) https://t.co/7YknOqo2ct",Signe Brander Bot,signebrander,Mon Aug 14 14:24:00 +0000 2017,12,4,Finnish,Signe Brander Bot,Tweet,Photo,0,0,0
897146805582016513,"Munkkiniemen kartano. (1908, Kaupunginmuseo, #helsinki) https://t.co/3KcW6grKdW",Signe Brander Bot,signebrander,Mon Aug 14 17:24:01 +0000 2017,10,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897327997920964609,"Uudenmaankatu 26. (1909, Kaupunginmuseo, #helsinki) https://t.co/97ptp2H3sd",Signe Brander Bot,signebrander,Tue Aug 15 05:24:00 +0000 2017,6,0,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897373298325155840,"Ensimmäisten yksikamaristen valtiopäivien avajaiset 25.5.1907 (25.5.1907, Kaupunginmuseo, #helsinki) https://t.co/Xu4NMya9CP",Signe Brander Bot,signebrander,Tue Aug 15 08:24:01 +0000 2017,5,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897418597957545985,"Etu-Töölö, Fjelldalin huvila-alue (1908, Kaupunginmuseo, #helsinki) https://t.co/C1DdZtvuUy",Signe Brander Bot,signebrander,Tue Aug 15 11:24:01 +0000 2017,14,5,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897463900584726529,"Oravalan kartanon puistokäytävien risteys (ennen 1920, Museovirasto) https://t.co/5BF17j3SoV",Signe Brander Bot,signebrander,Tue Aug 15 14:24:02 +0000 2017,2,0,Finnish,Signe Brander Bot,Tweet,Photo,0,0,0
897509194848509952,"Kirkkokatu 5, 7, 9. (1907, Kaupunginmuseo, #helsinki) https://t.co/8A1ZByotSV",Signe Brander Bot,signebrander,Tue Aug 15 17:24:01 +0000 2017,8,0,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897690392006717441,"Ravintola Kaisaniemi. (1908, Kaupunginmuseo, #helsinki) https://t.co/o6dULTPeMM",Signe Brander Bot,signebrander,Wed Aug 16 05:24:02 +0000 2017,14,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897735690292801536,"Toinen linja 9, 7, 5, 3, 1.  Kallioilla Pelastusarmeijan kokous. (1912, Kaupunginmuseo, #helsinki) https://t.co/Ifj2gy4JrL",Signe Brander Bot,signebrander,Wed Aug 16 08:24:02 +0000 2017,6,0,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897780986372665344,"Viikki, Viikinmäki (1913, Kaupunginmuseo, #helsinki) https://t.co/2pGO3rjXi3",Signe Brander Bot,signebrander,Wed Aug 16 11:24:01 +0000 2017,6,0,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
897826286248263680,"pirunkamari Louhisaaren kartanossa (1911, Museovirasto) https://t.co/RtaLvZpvLB",Signe Brander Bot,signebrander,Wed Aug 16 14:24:02 +0000 2017,8,2,Finnish,Signe Brander Bot,Tweet,Photo,0,0,0
897871581728395268,"Kaivopuisto (1910, Kaupunginmuseo, #helsinki) https://t.co/HOzpwhvyP9",Signe Brander Bot,signebrander,Wed Aug 16 17:24:01 +0000 2017,18,1,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
898052777963913216,"Näköala Vilhonvuorelta (Katri Valan puisto) koilliseen (1911, Kaupunginmuseo, #helsinki) https://t.co/hpWrnJZZZo",Signe Brander Bot,signebrander,Thu Aug 17 05:24:01 +0000 2017,4,1,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
898098079743737858,"S/s Oihonna Barön salmessa (Barösund) Inkoossa matkalla Helsingistä Tukholmaan. (1900 -luvun alku, Kaupunginmuseo, #helsinki) https://t.co/q2Tqy8QTpQ",Signe Brander Bot,signebrander,Thu Aug 17 08:24:02 +0000 2017,15,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
898143376310194176,"Turuntie 5 (= Mannerheimintie 13), pihan puolelta. (1930 -luku, Kaupunginmuseo, #helsinki) https://t.co/FvTxc8pkV2",Signe Brander Bot,signebrander,Thu Aug 17 11:24:02 +0000 2017,3,0,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
898188673719685120,"Östersundomin kartano (1910 - 1911, Museovirasto) https://t.co/f59OLQENUs",Signe Brander Bot,signebrander,Thu Aug 17 14:24:02 +0000 2017,11,1,Finnish,Signe Brander Bot,Tweet,Photo,0,0,0
898233971754115073,"Kulmakatu 2 - Konstantininkatu (Meritullikatu) 26 pihan puolelta (1907, Kaupunginmuseo, #helsinki) https://t.co/Ej9gY078X9",Signe Brander Bot,signebrander,Thu Aug 17 17:24:01 +0000 2017,5,0,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
898505768265285632,"Panoraama Kansallismuseon tornista itään (1908, Kaupunginmuseo, #helsinki) https://t.co/T1sBlRFFAs",Signe Brander Bot,signebrander,Fri Aug 18 11:24:03 +0000 2017,5,0,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
898551059014144000,"Moision kartanon sali Pieksämäen maalaiskunnan Kirkonkylässä (ennen 1920, Museovirasto) https://t.co/JKWhve4onE",Signe Brander Bot,signebrander,Fri Aug 18 14:24:01 +0000 2017,6,0,Finnish,Signe Brander Bot,Tweet,Photo,0,0,0
898596362203283457,"Etu-Töölö, Arkadian huvila-alue (1908, Kaupunginmuseo, #helsinki) https://t.co/aUZ5buk2j1",Signe Brander Bot,signebrander,Fri Aug 18 17:24:02 +0000 2017,9,1,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
898777554646990849,"Vanhankaupunginselän länsiranta (1908, Kaupunginmuseo, #helsinki) https://t.co/tlDyXY3fsk",Signe Brander Bot,signebrander,Sat Aug 19 05:24:02 +0000 2017,8,2,Finnish,Signe Brander Bot,Tweet,Photo,0,1,0
